location,continent,year,bloom_doy
Switzerland/Heiden,Europe,2014,103
Switzerland/Hallau,Europe,2014,102
Switzerland/Hochdorf,Europe,2014,101
Switzerland/Höfen,Europe,2014,97
Switzerland/Horgen,Europe,2014,97
Switzerland/Herzogenbuchsee,Europe,2014,96
Switzerland/Jenaz,Europe,2014,104
Switzerland/Jegenstorf II,Europe,2014,94
Switzerland/Laufenburg,Europe,2014,94
Switzerland/Locarno,Europe,2014,91
Switzerland/Leysin,Europe,2014,116
Switzerland/Linthal,Europe,2014,98
Switzerland/Liestal,Europe,2014,87
Switzerland/Longirod,Europe,2014,112
Switzerland/Le Locle,Europe,2014,116
Switzerland/Locarno-Monti,Europe,2014,88
Switzerland/Les Ponts-de-Martel,Europe,2014,128
Switzerland/Luzern,Europe,2014,95
Switzerland/Moudon,Europe,2014,97
Switzerland/Merishausen,Europe,2014,94
Switzerland/Möhlin,Europe,2014,93
Switzerland/Comprovasco / Motto,Europe,2014,114
"Switzerland/Muri, AG",Europe,2014,95
Switzerland/Moutier,Europe,2014,107
Switzerland/Martina,Europe,2014,128
Switzerland/Murg,Europe,2014,95
Switzerland/Näfels,Europe,2014,97
Switzerland/Neuhausen,Europe,2014,94
Switzerland/Orbe / Bochuz,Europe,2014,97
Switzerland/Oeschberg,Europe,2014,96
Switzerland/Oberehrendingen,Europe,2014,96
Switzerland/Orvin,Europe,2014,98
Switzerland/Osterfingen,Europe,2014,97
Switzerland/Les Plans-sur-Bex,Europe,2014,129
Switzerland/Prato-Sornico,Europe,2014,112
"Switzerland/Stein, AR II",Europe,2014,107
Switzerland/Rancate,Europe,2014,79
Switzerland/Rafz,Europe,2014,94
"Switzerland/Raperswilen, TG",Europe,2014,102
Switzerland/Les Rangiers,Europe,2014,108
Switzerland/Rorschach,Europe,2014,94
Switzerland/Scuol,Europe,2014,117
Switzerland/Schiers,Europe,2014,100
Switzerland/Schönenwerd,Europe,2014,105
Switzerland/Seewil,Europe,2014,96
Switzerland/Seon,Europe,2014,110
Switzerland/Seewis Dorf,Europe,2014,100
Switzerland/Le SÈpey,Europe,2014,115
Switzerland/Sagno TI,Europe,2014,101
Switzerland/Sargans II,Europe,2014,91
Switzerland/Simplon-Dorf,Europe,2014,122
Switzerland/Sihlbrugg,Europe,2014,97
Switzerland/Silenen,Europe,2014,96
Switzerland/St. Luc,Europe,2014,117
Switzerland/Sarnen,Europe,2014,93
Switzerland/Stampa,Europe,2014,107
Switzerland/Sta. Maria (Val Mustair),Europe,2014,121
Switzerland/Therwil,Europe,2014,97
Switzerland/Trient,Europe,2014,124
Switzerland/Thusis,Europe,2014,92
Switzerland/Unterseen,Europe,2014,94
Switzerland/Vals,Europe,2014,126
Switzerland/Vergeletto,Europe,2014,118
Switzerland/Versoix,Europe,2014,87
Switzerland/Villnachern,Europe,2014,90
Switzerland/La Valsainte,Europe,2014,115
Switzerland/Wädenswil,Europe,2014,97
"Switzerland/Wattwil, SG",Europe,2014,115
Switzerland/Wetzikon,Europe,2014,106
Switzerland/Wiliberg,Europe,2014,103
Switzerland/Wildhaus,Europe,2014,128
"Switzerland/Wil, SG",Europe,2014,95
Switzerland/Wolhusen,Europe,2014,103
Switzerland/Worb BE,Europe,2014,104
Switzerland/Winterthur,Europe,2014,102
Switzerland/Wynau,Europe,2014,102
Switzerland/Zürich-Albisgütli,Europe,2014,104
Switzerland/Zürich-MeteoSchweiz,Europe,2014,92
Switzerland/Zizers,Europe,2014,92
Switzerland/Zürich-Witikon,Europe,2014,93
Switzerland/Zweisimmen,Europe,2014,105
Switzerland/L'Abergement,Europe,2015,110
Switzerland/Adelboden,Europe,2015,127
Switzerland/Alchenflüh,Europe,2015,109
Switzerland/Altdorf,Europe,2015,105
Switzerland/Andeer,Europe,2015,120
Switzerland/Appenzell,Europe,2015,119
Switzerland/Aurigeno,Europe,2015,100
Switzerland/Azmoos,Europe,2015,106
Switzerland/Basel-Binningen,Europe,2015,97
Switzerland/Bellelay,Europe,2015,125
Switzerland/Birmensdorf,Europe,2015,108
Switzerland/Biel,Europe,2015,102
Switzerland/Bondo GR,Europe,2015,113
Switzerland/Boudry,Europe,2015,105
Switzerland/Brusio-Piazzo,Europe,2015,116
Switzerland/Bauma,Europe,2015,110
Switzerland/Buchs,Europe,2015,106
Switzerland/La BrÈvine,Europe,2015,128
Switzerland/Cartigny,Europe,2015,102
Switzerland/Cevio-Cavergno,Europe,2015,102
Switzerland/Chur,Europe,2015,103
Switzerland/Chaumont,Europe,2015,126
Switzerland/Couvet,Europe,2015,121
Switzerland/Diessenhofen,Europe,2015,106
Switzerland/Domat / Ems,Europe,2015,106
Switzerland/Dornach,Europe,2015,103
Switzerland/Döttingen,Europe,2015,103
Switzerland/Eschen-Boja,Europe,2015,108
Switzerland/Edlibach,Europe,2015,107
Switzerland/Escholzmatt,Europe,2015,120
Switzerland/Estavayer-le-Lac,Europe,2015,112
Switzerland/Elm,Europe,2015,115
Switzerland/Entlebuch,Europe,2015,113
Switzerland/Enges,Europe,2015,109
Switzerland/Frauenfeld,Europe,2015,100
Switzerland/Fiesch,Europe,2015,114
Switzerland/Flawil,Europe,2015,114
Switzerland/Gadmen,Europe,2015,125
Switzerland/Grellingen,Europe,2015,103
Switzerland/Gstaad,Europe,2015,132
Switzerland/Hard b. Weinfelden,Europe,2015,105
Switzerland/Heiden,Europe,2015,114
Switzerland/Hallau,Europe,2015,108
Switzerland/Hochdorf,Europe,2015,103
Switzerland/Höfen,Europe,2015,113
Switzerland/Horgen,Europe,2015,108
Switzerland/Herzogenbuchsee,Europe,2015,108
Switzerland/Jenaz,Europe,2015,112
Switzerland/Jegenstorf II,Europe,2015,109
Switzerland/Langnau i.E.,Europe,2015,114
Switzerland/Laufenburg,Europe,2015,111
Switzerland/Locarno,Europe,2015,95
Switzerland/Leysin,Europe,2015,126
Switzerland/Liddes,Europe,2015,147
Switzerland/Linthal,Europe,2015,114
Switzerland/Liestal,Europe,2015,101
Switzerland/Le Locle,Europe,2015,125
Switzerland/Locarno-Monti,Europe,2015,97
Switzerland/Les Ponts-de-Martel,Europe,2015,134
Switzerland/Luzern,Europe,2015,110
Switzerland/Moudon,Europe,2015,109
Switzerland/Merishausen,Europe,2015,106
"Switzerland/Muri, AG",Europe,2015,105
Switzerland/Moutier,Europe,2015,115
Switzerland/Martina,Europe,2015,125
Switzerland/Murg,Europe,2015,107
Switzerland/Näfels,Europe,2015,111
Switzerland/Neuch‚tel,Europe,2015,104
Switzerland/Neuhausen,Europe,2015,105
Switzerland/Orbe / Bochuz,Europe,2015,103
Switzerland/Oeschberg,Europe,2015,105
Switzerland/Oberehrendingen,Europe,2015,105
Switzerland/Orvin,Europe,2015,110
Switzerland/Osterfingen,Europe,2015,106
Switzerland/Les Plans-sur-Bex,Europe,2015,128
Switzerland/Posieux,Europe,2015,109
Switzerland/Prato-Sornico,Europe,2015,110
"Switzerland/Stein, AR II",Europe,2015,116
Switzerland/Rancate,Europe,2015,95
Switzerland/Rafz,Europe,2015,106
"Switzerland/Raperswilen, TG",Europe,2015,111
Switzerland/Les Rangiers,Europe,2015,120
Switzerland/Rorschach,Europe,2015,110
Switzerland/Scuol,Europe,2015,124
Switzerland/Schiers,Europe,2015,112
Switzerland/Schönenwerd,Europe,2015,106
Switzerland/Seewil,Europe,2015,105
Switzerland/Seon,Europe,2015,116
Switzerland/Seewis Dorf,Europe,2015,113
Switzerland/Le SÈpey,Europe,2015,121
Switzerland/Sagno TI,Europe,2015,104
Switzerland/Sargans II,Europe,2015,110
Switzerland/Simplon-Dorf,Europe,2015,125
Switzerland/Sihlbrugg,Europe,2015,105
Switzerland/Silenen,Europe,2015,106
Switzerland/St. Luc,Europe,2015,122
Switzerland/Sarnen,Europe,2015,104
Switzerland/Stampa,Europe,2015,113
Switzerland/Sta. Maria (Val Mustair),Europe,2015,124
Switzerland/Therwil,Europe,2015,106
Switzerland/Trient,Europe,2015,125
Switzerland/Thusis,Europe,2015,104
Switzerland/Unterseen,Europe,2015,105
Switzerland/Vals,Europe,2015,127
Switzerland/Vergeletto,Europe,2015,111
Switzerland/Villnachern,Europe,2015,103
Switzerland/Vira / Gambarogno,Europe,2015,102
Switzerland/La Valsainte,Europe,2015,123
Switzerland/Wädenswil,Europe,2015,107
"Switzerland/Wattwil, SG",Europe,2015,120
Switzerland/Wengen,Europe,2015,126
Switzerland/Wetzikon,Europe,2015,107
Switzerland/Wiliberg,Europe,2015,108
Switzerland/Wildhaus,Europe,2015,130
"Switzerland/Wil, SG",Europe,2015,109
Switzerland/Wolhusen,Europe,2015,111
Switzerland/Worb BE,Europe,2015,109
Switzerland/Winterthur,Europe,2015,107
Switzerland/Wynau,Europe,2015,110
Switzerland/Zürich-MeteoSchweiz,Europe,2015,104
Switzerland/Zizers,Europe,2015,106
Switzerland/Zürich-Witikon,Europe,2015,105
Switzerland/Zweisimmen,Europe,2015,117
Switzerland/L'Abergement,Europe,2016,105
Switzerland/Adelboden,Europe,2016,132
Switzerland/Alchenflüh,Europe,2016,110
Switzerland/Altdorf,Europe,2016,95
Switzerland/Andeer,Europe,2016,123
Switzerland/Appenzell,Europe,2016,128
Switzerland/Aurigeno,Europe,2016,98
Switzerland/Azmoos,Europe,2016,97
Switzerland/Basel-Binningen,Europe,2016,94
Switzerland/Ballens,Europe,2016,113
Switzerland/Bellelay,Europe,2016,129
Switzerland/Birmensdorf,Europe,2016,110
Switzerland/Bondo GR,Europe,2016,111
Switzerland/Boudry,Europe,2016,100
Switzerland/Brusio-Piazzo,Europe,2016,109
Switzerland/Bauma,Europe,2016,106
Switzerland/Buchs,Europe,2016,95
Switzerland/La BrÈvine,Europe,2016,147
Switzerland/Cartigny,Europe,2016,95
Switzerland/Cevio-Cavergno,Europe,2016,96
Switzerland/Changins,Europe,2016,105
Switzerland/Chur,Europe,2016,96
Switzerland/Chaumont,Europe,2016,131
Switzerland/Couvet,Europe,2016,117
Switzerland/Diessenhofen,Europe,2016,102
Switzerland/Domat / Ems,Europe,2016,98
Switzerland/Dornach,Europe,2016,94
Switzerland/Döttingen,Europe,2016,101
Switzerland/Eschen-Boja,Europe,2016,100
Switzerland/Edlibach,Europe,2016,103
Switzerland/Escholzmatt,Europe,2016,128
Switzerland/Estavayer-le-Lac,Europe,2016,111
Switzerland/Elm,Europe,2016,111
Switzerland/Entlebuch,Europe,2016,115
Switzerland/Enges,Europe,2016,117
Switzerland/Frauenfeld,Europe,2016,107
Switzerland/Fiesch,Europe,2016,114
Switzerland/Flawil,Europe,2016,111
Switzerland/Gadmen,Europe,2016,132
Switzerland/Grellingen,Europe,2016,97
Switzerland/Gstaad,Europe,2016,136
Switzerland/Hard b. Weinfelden,Europe,2016,101
Switzerland/Heiden,Europe,2016,111
Switzerland/Hallau,Europe,2016,109
Switzerland/Hochdorf,Europe,2016,103
Switzerland/Höfen,Europe,2016,110
Switzerland/Herzogenbuchsee,Europe,2016,106
Switzerland/Jenaz,Europe,2016,105
Switzerland/Jegenstorf II,Europe,2016,104
Switzerland/Langnau i.E.,Europe,2016,107
Switzerland/Laufenburg,Europe,2016,105
Switzerland/Locarno,Europe,2016,92
Switzerland/Leysin,Europe,2016,135
Switzerland/Liddes,Europe,2016,156
Switzerland/Linthal,Europe,2016,103
Switzerland/Liestal,Europe,2016,98
Switzerland/Le Locle,Europe,2016,138
Switzerland/Locarno-Monti,Europe,2016,93
Switzerland/Les Ponts-de-Martel,Europe,2016,142
Switzerland/Luzern,Europe,2016,111
Switzerland/Moudon,Europe,2016,110
Switzerland/Merishausen,Europe,2016,113
Switzerland/Comprovasco / Motto,Europe,2016,97
"Switzerland/Muri, AG",Europe,2016,103
Switzerland/Moutier,Europe,2016,117
Switzerland/Martina,Europe,2016,130
Switzerland/Murg,Europe,2016,99
Switzerland/Näfels,Europe,2016,103
Switzerland/Neuch‚tel,Europe,2016,109
Switzerland/Neuhausen,Europe,2016,100
Switzerland/Orbe / Bochuz,Europe,2016,111
Switzerland/Oeschberg,Europe,2016,102
Switzerland/Oberehrendingen,Europe,2016,102
Switzerland/Orvin,Europe,2016,117
Switzerland/Osterfingen,Europe,2016,106
Switzerland/Les Plans-sur-Bex,Europe,2016,132
Switzerland/Posieux,Europe,2016,110
Switzerland/Prato-Sornico,Europe,2016,111
"Switzerland/Stein, AR II",Europe,2016,126
Switzerland/Rancate,Europe,2016,86
Switzerland/Rafz,Europe,2016,104
"Switzerland/Raperswilen, TG",Europe,2016,111
Switzerland/Les Rangiers,Europe,2016,129
Switzerland/Rorschach,Europe,2016,102
Switzerland/Scuol,Europe,2016,116
Switzerland/Schönenwerd,Europe,2016,107
Switzerland/Seewil,Europe,2016,112
Switzerland/Seon,Europe,2016,115
Switzerland/Seewis Dorf,Europe,2016,111
Switzerland/Sagno TI,Europe,2016,103
Switzerland/Sargans II,Europe,2016,102
Switzerland/Simplon-Dorf,Europe,2016,142
Switzerland/Sihlbrugg,Europe,2016,102
Switzerland/Silenen,Europe,2016,96
Switzerland/St. Luc,Europe,2016,136
Switzerland/Sarnen,Europe,2016,104
Switzerland/Stampa,Europe,2016,113
Switzerland/Sta. Maria (Val Mustair),Europe,2016,128
Switzerland/Trient,Europe,2016,130
Switzerland/Thusis,Europe,2016,96
Switzerland/Unterseen,Europe,2016,104
Switzerland/Vals,Europe,2016,142
Switzerland/Vergeletto,Europe,2016,116
Switzerland/Villnachern,Europe,2016,96
Switzerland/Vira / Gambarogno,Europe,2016,98
Switzerland/Wädenswil,Europe,2016,100
"Switzerland/Wattwil, SG",Europe,2016,126
Switzerland/Wengen,Europe,2016,127
Switzerland/Wetzikon,Europe,2016,111
Switzerland/Wiliberg,Europe,2016,111
Switzerland/Wildhaus,Europe,2016,129
Switzerland/Wolhusen,Europe,2016,111
Switzerland/Worb BE,Europe,2016,113
Switzerland/Winterthur,Europe,2016,112
Switzerland/Wynau,Europe,2016,112
Switzerland/Zürich-Albisgütli,Europe,2016,95
Switzerland/Zürich-MeteoSchweiz,Europe,2016,101
Switzerland/Zürich-Witikon,Europe,2016,97
Switzerland/Zweisimmen,Europe,2016,115
Switzerland/L'Abergement,Europe,2017,93
Switzerland/Adelboden,Europe,2017,128
Switzerland/Alchenflüh,Europe,2017,96
Switzerland/Altdorf,Europe,2017,88
Switzerland/Andeer,Europe,2017,120
Switzerland/Appenzell,Europe,2017,101
Switzerland/Aurigeno,Europe,2017,96
Switzerland/Azmoos,Europe,2017,92
Switzerland/Basel-Binningen,Europe,2017,86
Switzerland/Ballens,Europe,2017,99
Switzerland/Bellelay,Europe,2017,106
Switzerland/Birmensdorf,Europe,2017,94
Switzerland/Blonay,Europe,2017,97
Switzerland/Biel,Europe,2017,85
Switzerland/Bondo GR,Europe,2017,105
Switzerland/Boudry,Europe,2017,91
Switzerland/Brusio-Piazzo,Europe,2017,102
Switzerland/Bauma,Europe,2017,94
Switzerland/Buchs,Europe,2017,88
Switzerland/La BrÈvine,Europe,2017,137
Switzerland/Cartigny,Europe,2017,85
Switzerland/Chardonne,Europe,2017,90
Switzerland/Cevio-Cavergno,Europe,2017,88
Switzerland/Changins,Europe,2017,94
Switzerland/Chur,Europe,2017,89
Switzerland/Chaumont,Europe,2017,137
Switzerland/Couvet,Europe,2017,116
Switzerland/Diessenhofen,Europe,2017,95
Switzerland/Domat / Ems,Europe,2017,90
Switzerland/Dornach,Europe,2017,88
Switzerland/Döttingen,Europe,2017,93
Switzerland/Eschen-Boja,Europe,2017,96
Switzerland/Edlibach,Europe,2017,92
Switzerland/Escholzmatt,Europe,2017,102
Switzerland/Elm,Europe,2017,105
Switzerland/Entlebuch,Europe,2017,102
Switzerland/Frauenfeld,Europe,2017,105
Switzerland/Fiesch,Europe,2017,100
Switzerland/Flawil,Europe,2017,98
Switzerland/Gadmen,Europe,2017,137
Switzerland/Grellingen,Europe,2017,90
Switzerland/Gstaad,Europe,2017,138
Switzerland/Hard b. Weinfelden,Europe,2017,91
Switzerland/Heiden,Europe,2017,102
Switzerland/Hallau,Europe,2017,98
Switzerland/Hochdorf,Europe,2017,95
Switzerland/Höfen,Europe,2017,110
Switzerland/Horgen,Europe,2017,92
Switzerland/Herzogenbuchsee,Europe,2017,91
Switzerland/Jenaz,Europe,2017,102
Switzerland/Jegenstorf II,Europe,2017,93
Switzerland/Langnau i.E.,Europe,2017,97
Switzerland/Laufenburg,Europe,2017,97
Switzerland/Locarno,Europe,2017,91
Switzerland/Linthal,Europe,2017,100
Switzerland/Liestal,Europe,2017,86
Switzerland/Le Locle,Europe,2017,135
Switzerland/Locarno-Monti,Europe,2017,87
Switzerland/Les Ponts-de-Martel,Europe,2017,133
Switzerland/Luzern,Europe,2017,93
Switzerland/Moudon,Europe,2017,93
Switzerland/Merishausen,Europe,2017,100
Switzerland/Comprovasco / Motto,Europe,2017,94
"Switzerland/Muri, AG",Europe,2017,89
Switzerland/Moutier,Europe,2017,99
Switzerland/Martina,Europe,2017,127
Switzerland/Murg,Europe,2017,93
Switzerland/Näfels,Europe,2017,96
Switzerland/Neuch‚tel,Europe,2017,95
Switzerland/Neuhausen,Europe,2017,96
Switzerland/Orbe / Bochuz,Europe,2017,92
Switzerland/Oeschberg,Europe,2017,93
Switzerland/Oberehrendingen,Europe,2017,96
Switzerland/Orvin,Europe,2017,99
Switzerland/Osogna,Europe,2017,87
Switzerland/Osterfingen,Europe,2017,96
Switzerland/Les Plans-sur-Bex,Europe,2017,121
Switzerland/Posieux,Europe,2017,95
Switzerland/Prato-Sornico,Europe,2017,106
"Switzerland/Stein, AR II",Europe,2017,103
Switzerland/Rancate,Europe,2017,86
Switzerland/Rafz,Europe,2017,94
Switzerland/Ried / Frutigen,Europe,2017,110
Switzerland/Rorschach,Europe,2017,91
Switzerland/Schiers,Europe,2017,102
Switzerland/Schönenwerd,Europe,2017,97
Switzerland/Seewil,Europe,2017,91
Switzerland/Seon,Europe,2017,93
Switzerland/Seewis Dorf,Europe,2017,98
Switzerland/Sagno TI,Europe,2017,91
Switzerland/Sargans II,Europe,2017,98
Switzerland/Simplon-Dorf,Europe,2017,116
Switzerland/Sihlbrugg,Europe,2017,94
Switzerland/Silenen,Europe,2017,93
Switzerland/St. Luc,Europe,2017,131
Switzerland/Sarnen,Europe,2017,91
Switzerland/Stampa,Europe,2017,98
Switzerland/Sta. Maria (Val Mustair),Europe,2017,107
Switzerland/Trient,Europe,2017,112
Switzerland/Thusis,Europe,2017,91
Switzerland/Unterseen,Europe,2017,90
Switzerland/Vals,Europe,2017,136
Switzerland/Vergeletto,Europe,2017,101
Switzerland/Villnachern,Europe,2017,91
Switzerland/Wädenswil,Europe,2017,93
"Switzerland/Wattwil, SG",Europe,2017,125
Switzerland/Wengen,Europe,2017,106
Switzerland/Wetzikon,Europe,2017,95
Switzerland/Wiliberg,Europe,2017,97
"Switzerland/Wil, SG",Europe,2017,97
Switzerland/Wolhusen,Europe,2017,100
Switzerland/Worb BE,Europe,2017,94
Switzerland/Winterthur,Europe,2017,99
Switzerland/Wynau,Europe,2017,96
Switzerland/Zürich-Albisgütli,Europe,2017,92
Switzerland/Zürich-MeteoSchweiz,Europe,2017,93
Switzerland/Zizers,Europe,2017,88
Switzerland/Zürich-Witikon,Europe,2017,92
Switzerland/Zweisimmen,Europe,2017,106
Switzerland/L'Abergement,Europe,2018,109
Switzerland/Adelboden,Europe,2018,119
Switzerland/Alchenflüh,Europe,2018,111
Switzerland/Altdorf,Europe,2018,100
Switzerland/Andeer,Europe,2018,113
Switzerland/Appenzell,Europe,2018,113
Switzerland/Aurigeno,Europe,2018,105
Switzerland/Azmoos,Europe,2018,104
Switzerland/Basel-Binningen,Europe,2018,102
Switzerland/Ballens,Europe,2018,110
Switzerland/Bellelay,Europe,2018,114
Switzerland/Birmensdorf,Europe,2018,106
Switzerland/Blonay,Europe,2018,109
Switzerland/Biel,Europe,2018,108
Switzerland/Bondo GR,Europe,2018,115
Switzerland/Boudry,Europe,2018,108
Switzerland/Brusio-Piazzo,Europe,2018,109
Switzerland/Bauma,Europe,2018,108
Switzerland/Buchs,Europe,2018,98
Switzerland/La BrÈvine,Europe,2018,120
Switzerland/Chardonne,Europe,2018,106
Switzerland/Cevio-Cavergno,Europe,2018,108
Switzerland/Changins,Europe,2018,106
Switzerland/Chur,Europe,2018,100
Switzerland/Chaumont,Europe,2018,123
Switzerland/Couvet,Europe,2018,113
Switzerland/Diessenhofen,Europe,2018,108
Switzerland/Domat / Ems,Europe,2018,108
Switzerland/Dornach,Europe,2018,102
Switzerland/Döttingen,Europe,2018,108
Switzerland/Disentis,Europe,2018,118
Switzerland/Eschen-Boja,Europe,2018,104
Switzerland/Edlibach,Europe,2018,102
Switzerland/Escholzmatt,Europe,2018,113
Switzerland/Elm,Europe,2018,115
Switzerland/Entlebuch,Europe,2018,111
Switzerland/Enges,Europe,2018,117
Switzerland/Faido,Europe,2018,110
Switzerland/Frauenfeld,Europe,2018,105
Switzerland/Fiesch,Europe,2018,115
Switzerland/Flawil,Europe,2018,106
Switzerland/Gadmen,Europe,2018,127
Switzerland/Gstaad,Europe,2018,126
Switzerland/Hard b. Weinfelden,Europe,2018,104
Switzerland/Heiden,Europe,2018,110
Switzerland/Hallau,Europe,2018,108
Switzerland/Hochdorf,Europe,2018,108
Switzerland/Höfen,Europe,2018,100
Switzerland/Horgen,Europe,2018,108
Switzerland/Herzogenbuchsee,Europe,2018,109
Switzerland/Jenaz,Europe,2018,110
Switzerland/Jegenstorf II,Europe,2018,111
Switzerland/Langnau i.E.,Europe,2018,110
Switzerland/Laufenburg,Europe,2018,107
Switzerland/Locarno,Europe,2018,100
Switzerland/Leysin,Europe,2018,119
Switzerland/Liddes,Europe,2018,136
Switzerland/Linthal,Europe,2018,108
Switzerland/Liestal,Europe,2018,100
Switzerland/Le Locle,Europe,2018,120
Switzerland/Locarno-Monti,Europe,2018,105
Switzerland/Les Ponts-de-Martel,Europe,2018,124
Switzerland/Luzern,Europe,2018,109
Switzerland/Moudon,Europe,2018,110
Switzerland/Merishausen,Europe,2018,106
Switzerland/Comprovasco / Motto,Europe,2018,108
"Switzerland/Muri, AG",Europe,2018,107
Switzerland/Moutier,Europe,2018,115
Switzerland/Martina,Europe,2018,124
Switzerland/Murg,Europe,2018,104
Switzerland/Näfels,Europe,2018,104
Switzerland/Neuch‚tel,Europe,2018,111
Switzerland/Neuhausen,Europe,2018,110
Switzerland/Orbe / Bochuz,Europe,2018,107
Switzerland/Oberehrendingen,Europe,2018,108
Switzerland/Oberlangenegg,Europe,2018,116
Switzerland/Osogna,Europe,2018,104
Switzerland/Osterfingen,Europe,2018,108
Switzerland/Payerne,Europe,2018,115
Switzerland/Les Plans-sur-Bex,Europe,2018,119
Switzerland/Posieux,Europe,2018,108
"Switzerland/Stein, AR II",Europe,2018,112
Switzerland/Rancate,Europe,2018,96
Switzerland/Rafz,Europe,2018,108
"Switzerland/Reinach, BL",Europe,2018,100
Switzerland/Les Rangiers,Europe,2018,112
Switzerland/Rorschach,Europe,2018,104
Switzerland/Schiers,Europe,2018,110
Switzerland/Schönenwerd,Europe,2018,106
Switzerland/Seon,Europe,2018,109
Switzerland/Seewis Dorf,Europe,2018,111
Switzerland/Le SÈpey,Europe,2018,113
Switzerland/Sagno TI,Europe,2018,108
Switzerland/Sargans II,Europe,2018,105
Switzerland/Simplon-Dorf,Europe,2018,129
Switzerland/Sihlbrugg,Europe,2018,108
Switzerland/Silenen,Europe,2018,101
Switzerland/Sarnen,Europe,2018,104
Switzerland/Stampa,Europe,2018,114
Switzerland/Sta. Maria (Val Mustair),Europe,2018,123
Switzerland/Therwil,Europe,2018,102
Switzerland/Trient,Europe,2018,128
Switzerland/Thusis,Europe,2018,105
Switzerland/Unterseen,Europe,2018,107
Switzerland/Vals,Europe,2018,127
Switzerland/Vergeletto,Europe,2018,110
Switzerland/Villnachern,Europe,2018,106
Switzerland/Vira / Gambarogno,Europe,2018,107
"Switzerland/Wattwil, SG",Europe,2018,112
Switzerland/Wengen,Europe,2018,113
Switzerland/Wetzikon,Europe,2018,104
Switzerland/Wiliberg,Europe,2018,110
Switzerland/Wildhaus,Europe,2018,113
"Switzerland/Wil, SG",Europe,2018,109
Switzerland/Wolhusen,Europe,2018,111
Switzerland/Worb BE,Europe,2018,107
Switzerland/Winterthur,Europe,2018,109
Switzerland/Wynau,Europe,2018,108
Switzerland/Zürich-MeteoSchweiz,Europe,2018,107
Switzerland/Zizers,Europe,2018,97
Switzerland/Zürich-Witikon,Europe,2018,107
Switzerland/Zweisimmen,Europe,2018,115
Switzerland/L'Abergement,Europe,2019,99
Switzerland/Adelboden,Europe,2019,121
Switzerland/Alchenflüh,Europe,2019,105
Switzerland/Altdorf,Europe,2019,93
Switzerland/Andeer,Europe,2019,124
Switzerland/Appenzell,Europe,2019,111
Switzerland/Azmoos,Europe,2019,93
Switzerland/Ballens,Europe,2019,106
Switzerland/Bellelay,Europe,2019,115
Switzerland/Birmensdorf,Europe,2019,93
Switzerland/Blonay,Europe,2019,100
Switzerland/Biel,Europe,2019,104
Switzerland/Bondo GR,Europe,2019,105
Switzerland/Boudry,Europe,2019,97
Switzerland/Brusio-Piazzo,Europe,2019,99
Switzerland/Bauma,Europe,2019,106
Switzerland/Buchs,Europe,2019,95
Switzerland/La BrÈvine,Europe,2019,143
Switzerland/Chardonne,Europe,2019,104
Switzerland/Cevio-Cavergno,Europe,2019,98
Switzerland/Changins,Europe,2019,93
Switzerland/Chur,Europe,2019,91
Switzerland/Chaumont,Europe,2019,138
Switzerland/Couvet,Europe,2019,109
Switzerland/Diessenhofen,Europe,2019,97
Switzerland/Domat / Ems,Europe,2019,100
Switzerland/Dornach,Europe,2019,84
Switzerland/Döttingen,Europe,2019,95
Switzerland/Disentis,Europe,2019,122
Switzerland/Eschen-Boja,Europe,2019,98
Switzerland/Edlibach,Europe,2019,97
Switzerland/Escholzmatt,Europe,2019,112
Switzerland/Estavayer-le-Lac,Europe,2019,98
Switzerland/Elm,Europe,2019,111
Switzerland/Entlebuch,Europe,2019,109
Switzerland/Enges,Europe,2019,115
Switzerland/Frauenfeld,Europe,2019,98
Switzerland/Fiesch,Europe,2019,113
Switzerland/Flawil,Europe,2019,107
Switzerland/Gadmen,Europe,2019,143
Switzerland/Gstaad,Europe,2019,136
Switzerland/Hard b. Weinfelden,Europe,2019,97
Switzerland/Heiden,Europe,2019,113
Switzerland/Hallau,Europe,2019,107
Switzerland/Hochdorf,Europe,2019,100
Switzerland/Höfen,Europe,2019,110
Switzerland/Horgen,Europe,2019,104
Switzerland/Herzogenbuchsee,Europe,2019,101
Switzerland/Jenaz,Europe,2019,110
Switzerland/Jegenstorf II,Europe,2019,102
Switzerland/Langnau i.E.,Europe,2019,108
Switzerland/Laufenburg,Europe,2019,96
Switzerland/Locarno,Europe,2019,87
Switzerland/Leysin,Europe,2019,120
Switzerland/Liddes,Europe,2019,140
Switzerland/Linthal,Europe,2019,108
Switzerland/Liestal,Europe,2019,83
Switzerland/Longirod,Europe,2019,125
Switzerland/Le Locle,Europe,2019,144
Switzerland/Locarno-Monti,Europe,2019,86
Switzerland/Luzern,Europe,2019,105
Switzerland/Moudon,Europe,2019,105
Switzerland/Merishausen,Europe,2019,101
Switzerland/Comprovasco / Motto,Europe,2019,104
"Switzerland/Muri, AG",Europe,2019,93
Switzerland/Moutier,Europe,2019,114
Switzerland/Martina,Europe,2019,136
Switzerland/Murg,Europe,2019,99
Switzerland/Näfels,Europe,2019,99
Switzerland/Neuch‚tel,Europe,2019,98
Switzerland/Orbe / Bochuz,Europe,2019,97
Switzerland/Oberehrendingen,Europe,2019,90
Switzerland/Oberlangenegg,Europe,2019,112
Switzerland/Osogna,Europe,2019,91
Switzerland/Osterfingen,Europe,2019,100
